device_id,discourse_flow_stage,anchor_term,rhetorical_habitat,habitat_group,sentence
K231335,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Kazmierski -S for LCDR Stephen Browning Assistant Director Division of Cardiac Electrophysiology, Diagnostics, and Monitoring Devices Office of Cardiovascular Devices Office of Product Evaluation and Quality Center for Devices and Radiological Health DEPARTMENT OF HEALTH AND HUMAN SERVICES Form Approved: OMB No."
K231335,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Risk Management In accordance with ISO In accordance with ISO 14971:2019 14971:2019 Usability Usability assessment determined Complies with IEC 62366-1:2020 there were no critical tasks and general use of FDA guidance associated with the use of the documents on usability device.
K231355,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,PERFORMANCE DATA The following performance data were provided in support of the substantial equivalence determination.
K231355,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"February 8, 2024 EnsoData Sigrid Schoepel Vice President Regulatory Affairs 10 E Doty St., Suite 449 Madison, Wisconsin 53703 Re: K231355 Trade/Device Name: Aurora Regulation Number: 21 CFR 868.2375 Regulation Name: Breathing Frequency Monitor Regulatory Class: Class II Product Code: MNR Dated: January 10, 2024 Received: January 11, 2024 Dear Sigrid Schoepel: We have reviewed your section 510(k) premarket notification of intent to market the device referenced above and have determined the device"
K231355,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,The device was designed and tested under the following standards and guidelines:  EN ISO 13485 Third Edition 2016/A11 Medical devices – Quality management systems – Requirements for regulatory purposes  EN ISO 14971 Third Edition 2019-12 Medical devices - Application of risk management to medical devices  IEC 62304 Edition 1.1 2015-06 Medical device software - Software life cycle processes  Cybersecurity in Medical Devices: Quality System Considerations and Content of Premarket Submissions –
K231398,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,"The predicate device is pre-processed with bias-field correction and skull stripping(brain extraction) while the subject device performs size resampling, rigid registration, and biasfield correction(optional) for the T1 MR image and rigid registration and brain extraction for Page 3 of 6 the T2 MR image."
K231398,beta2_c_and_b,performance,model_optimization,B_model_optimization,And the test performance proves the efficiency even in minor differences in algorithm.
K231459,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,Bias and both repeatability coefficients are slightly better for HepaFatSmart compared with the reference standard HepaFat-Scan.
K231459,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"not for diagnostic) Liver colour map (for illustration purpose only, not for diagnostic) Result report PDF (encrypted) and format secondary capture HTML and PDF PDF (DICOM) SUMMARY OF HEPAFATSMART PERFORMANCE – SUBSTANTIAL EQUIVALENCE The device HepaFatSmart is in principle a new version of the predicate HepaFat-AI but with the name changed."
K231459,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,It utilises magnetic • Support the suspected fatty liver subsequent clinical resonance images that disease; decision-making exploit the difference in processes for patients • Monitor liver fat resonance frequencies content in patients under management between hydrogen nuclei undergoing weight loss for fatty liver related in water and triglyceride management; disease or metabolic fat.
K231470,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"For generalizability, various subgroup analyses were conducted on the collected dataset including image/radiologic characteristics (e.g."
K231470,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,Performance Data 7.1.
K231470,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"Assessment of Benefit-Risk, General Safety and Effectiveness Risk management of the subject device is conducted via hazard analysis which identifies and mitigates existing and potential hazards."
K231470,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Assessment of Benefit-Risk, General Safety and Effectiveness Risk management of the subject device is conducted via hazard analysis which identifies and mitigates existing and potential hazards."
K231560,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,Equipment 1.5T and 3T MRI systems Clinical Subgroups No clinical subgroups have been defined for the collected dataset.
K231560,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Technological Characteristics The subject devices, MAGNETOM Aera, MAGNETOM Skyra, MAGNETOM Prisma, MAGNETOM Prismafit, MAGNETOM Vida, MAGNETOM Lumina with software syngo MR XA60A, are substantially equivalent to the predicate device with regard to the operational environment, programming language, operating system and performance."
K231560,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"Risk Management is ensured via a risk analysis in compliance with ISO 14971, to identify and provide mitigation of potential hazards early in the design cycle and continuously throughout the development of the product."
K231560,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Risk Management is ensured via a risk analysis in compliance with ISO 14971, to identify and provide mitigation of potential hazards early in the design cycle and continuously throughout the development of the product."
K231570,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Send comments regarding this burden estimate or any other aspect of this information collection, including suggestions for reducing this burden, to: Department of Health and Human Services Food and Drug Administration Office of Chief Information Officer Paperwork Reduction Act (PRA) Staff PRAStaff@fda.hhs.gov “An agency may not conduct or sponsor, and a person is not required to respond to, a collection of information unless it displays a currently valid OMB number.” FORM FDA 3881 (8/23) Page 1 "
K231570,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"All risk controls were identified, implemented, and mitigated according to hazards identified."
K231570,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Send comments regarding this burden estimate or any other aspect of this information collection, including suggestions for reducing this burden, to: Department of Health and Human Services Food and Drug Administration Office of Chief Information Officer Paperwork Reduction Act (PRA) Staff PRAStaff@fda.hhs.gov “An agency may not conduct or sponsor, and a person is not required to respond to, a collection of information unless it displays a currently valid OMB number.” FORM FDA 3881 (8/23) Page 1 "
K231572,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Performance Data The following performance data was provided in support of the substantial equivalence determination.
K231572,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"� IEC 62304: 2006+AMD1:2015 CSV Consolidated version, Medical device software - Software life cycle processes � NEMA NU 2-2018, Performance Measurements of Positron Emission Tomographs Software � NEMA PS 3.1-3.20(2022d): Digital Imaging and Communications in Medicine (DICOM) � Guidance for the Content of Premarket Submissions for Software Contained in Medical Devices � Content of Premarket Submissions for Management of Cybersecurity in Medical Devices Biocompatibility � ISO 10993-1: 2018, Editio"
K231587,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,Equipment 1.5T and 3T MRI systems Clinical Subgroups No clinical subgroups have been defined for the collected dataset.
K231587,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Technological Characteristics The subject device, MAGNETOM Cima.X with software syngo MR XA61A, is substantially equivalent to the predicate device with regard to the operational environment, programming language, operating system and performance."
K231587,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"Risk Management is ensured via a risk analysis in compliance with ISO 14971, to identify and provide mitigation of potential hazards early in the design cycle and continuously throughout the development of the product."
K231587,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Stimulation monitoring Complex Averaging 4 Additionally, the pulse sequence MR Fingerprinting (MRF) (K213805) is now available for the subject device MAGNETOM Cima.X with syngo MR XA61A."
K231587,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Risk Management is ensured via a risk analysis in compliance with ISO 14971, to identify and provide mitigation of potential hazards early in the design cycle and continuously throughout the development of the product."
K231617,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,Body regions a broad range of different body regions Clinical No clinical subgroups have been defined for the datasets.
K231617,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Technological Characteristics The subject devices, MAGNETOM Free.Max and MAGNETOM Free.Star with software syngo MR XA60A, are substantially equivalent to the predicate devices with regard to the operational environment, programming language, operating system and performance."
K231617,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"Risk Management is ensured via a risk analysis in compliance with ISO 14971, to identify and provide mitigation of potential hazards early in the design cycle and continuously throughout the development of the product."
K231617,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Risk Management is ensured via a risk analysis in compliance with ISO 14971, to identify and provide mitigation of potential hazards early in the design cycle and continuously throughout the development of the product."
K231677,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Thus, the PR AUC (Precision-Recall Area Under Curve) is considered as a secondary endpoint for the performance test of the classification network by drawing a precision-recall curve."
K231677,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,The differences between the predicate devices and the subject devices are minor and any risks have been mitigated through testing.
K231677,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"The tests were established in accordance with ISO 10993-1 and FDA Guidance - Use of International Standard ISO 10993-1, ""Biological evaluation of medical devices - Part 1: Evaluation and testing within a risk management process""."
K231678,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,A 4 week washout period was utilized to limit recollection bias.
K231678,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,The performance testing for the Overjet PARL Assist device demonstrates that aided readers improve in detection of PARL over unaided readers.
K231683,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"A subgroup analysis was performed on scanner manufacturers, region, CT quality, and different etiology information provided for the processing of the patient’s case by our experts (including pathologies or implanted devices)."
K231683,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Performance data and assessment The following performance data were provided in support of the substantial equivalence determination: • Software verification and validation testing were conducted on all inHEART MODELS software modules and documentation was provided as recommended by FDA’s Guidance for Industry and FDA Staff, “Guidance for the Content of Premarket Submissions for Software Contained in Medical Devices.” inHEART MODELS was considered as a “moderate” level of concern."
K231683,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"510(k) Premarket Notification inHEART MODELS inHEART MODELS complies with the following standards: • ISO, 14971 Third Edition 2019-12, Medical devices – Application of Risk Management to medical devices • ISO, 15223-1 Third Edition 2016-11-01, Medical devices – Symbols to be used with information to be supplied by the manufacturer – Part 1: General requirements • IEC, 62304 Edition 1.1 2015-06 CONSOLIDATED VERSION: Medical device software – Software life cycle processes • IEC, 62366-1 Edition 1."
K231748,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"PERFORMANCE STANDARD: This device conforms to applicable Performance Standards for lonizing Radiation Emitting Products [21 CFR, Subchapter J, Part 1020] 10."
K231748,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Based upon this information, conformance to standards, successful completion of software validation, application of risk management and design controls and the performance data presented in this submission it is concluded that the subject device is substantially equivalent in safety and effectiveness to the predicate device."
K231764,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Performance Data Summary of non-clinical /Performance - Bench Testing The proposed Ultrasound System 1300 and applied transducers, have been tested and conform to the following standards: • ANSI/AAMI/ES 60601-: 2005/ (R) 2012 and A1:2012, C1:2009/ (R) 2012 and A2:2010/ (R) 2012 Medical electrical equipment – Part 1: General requirements for basic safety and essential performance • IEC 60601-1-2: Ed."
K231764,beta2_c_and_b,monitoring,device_hardware_monitor,D_technical_depoliticized,"The user interface includes a glass touchpad, a 19” Clinical display monitor (CDM)."
K231764,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"2.1, 2017 - Ultrasonics - Field Characterization - Test Methods for the Determination of Thermal and Mechanical Indices Related to Medical Diagnostic Ultrasonic Fields • AAMI/ANSI/ISO 10993-1: 2018 Biological Evaluation of Medical Devices Part 1: Evaluation and Testing within a Risk management Process • AAMI TIR-12:2010 and AAMI TIR-30:2011 • IEC 62304: 2006/A1:2016 - Medical Device Software Life-Cycle Processes (Software / Informatics) • NEMA PS3.1 – 3.20 Digital Imaging and Communications in M"
K231765,beta2_c_and_b,bias,limitation_epistemic,A_limitation_epistemic,"Known Limitations and Biases: Contour ProtégéAI can produce incorrect or implausible segmentations when the underlying anatomy is in the field of view of the scan but not clearly discernable due to image quality, noise, or the generally low contrast of some structures."
K231765,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,Testing and Performance Data The proposed Contour ProtégéAI device were then evaluated on the test subjects from a pool of 754 independent images gathered from 27 institutions.
K231772,beta2_c_and_b,subgroup,limitation_epistemic,A_limitation_epistemic,"Acceptance Criteria: Validation Type Definition Acceptance Criteria Number of correctly detected frames Accuracy (%) × 100 ≥ 80% Total number of frames with nerve 1000 Speed (FPS) ≥ 2 FPS Average latency time of each frame (msec) Summary Performance data, Standard Deviations & Confidence Intervals: Validation Type Average Standard Deviation 95% CI Accuracy (%) 90.3 4.8 88.6 to 92.0 Speed (FPS) 3.61 0.25 3.43 to 3.78 Testing Data Information: Females Males Total Number of Subjects 13 5 18 Number "
K231772,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Biocompatibility test has been conducted for the new transducers, and image performance tests have been conducted for the new and migrated transducers."
K231772,beta2_c_and_b,monitoring,model_optimization,B_model_optimization,"Title AAMI ANSI ES60601-1:2005/(R)2012 and A1:2012, C1:2009/(R)2012 and A2:2010/(R)2012 (Consolidated Text) Medical electrical equipment - IEC 60601-1 Part 1: General requirements for basic safety and essential performance (IEC 60601-1:2005, MOD) IEC60601-1-2: 2020-09(4.1 Edition) , Medical electrical equipment - Part IEC 60601-1-2 1-2: General requirements for basic safety and essential performance - EMC IEC 60601-2-37 Edition 2.0 2007, Medical electrical equipment – Part 2- IEC 60601-2-37 37: "
K231772,beta2_c_and_b,risk_management,model_optimization,B_model_optimization,"Title AAMI ANSI ES60601-1:2005/(R)2012 and A1:2012, C1:2009/(R)2012 and A2:2010/(R)2012 (Consolidated Text) Medical electrical equipment - IEC 60601-1 Part 1: General requirements for basic safety and essential performance (IEC 60601-1:2005, MOD) IEC60601-1-2: 2020-09(4.1 Edition) , Medical electrical equipment - Part IEC 60601-1-2 1-2: General requirements for basic safety and essential performance - EMC IEC 60601-2-37 Edition 2.0 2007, Medical electrical equipment – Part 2- IEC 60601-2-37 37: "
K231779,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Potential predicates were reviewed and the Persyst 14 EEG Review and Analysis Software predicate device was selected as it meets or exceeds the expected safety and performance, does not have unmitigated userrelated or design related safety issues and is not associated with any design-related recalls."
K231779,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,Indications for Use 510(k) Number (if known) K231779 Device Name REMI-AI Discrete Detection Module (REMI-AI DDM) Indications for Use (Describe) The REMI-AI Discrete Detection Module (REMI-AI DDM) is indicated for the analysis of REMI Remote EEG Monitoring System electroencephalogram (EEG) recordings.
K231833,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,Page 3 of 6 Performance Testing / Safety and Effectiveness: Performance testing for the CT subsystem was included in the original premarket notification for the CT subsystems and there have been no changes affecting this testing.
K231833,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,Risk Management is ensured via a risk analysis in compliance with ISO 14971 to identify and provide mitigation to potential hazards beginning early in the design cycle and continuing throughout the development of the product.
K231833,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Risk Management is ensured via a risk analysis in compliance with ISO 14971 to identify and provide mitigation to potential hazards beginning early in the design cycle and continuing throughout the development of the product.
K231837,beta2_c_and_b,performance,model_optimization,B_model_optimization,"The performance of the device’s AI algorithms were validated in a standalone RCD-42-009-2 P a g e | 1 Head office First Floor, Seacourt Tower, West Way Oxford OX2 0JJ, United Kingdom performance evaluation, utilizing and independent dataset than the one used for algorithm training, in which the case-level output from the device was compared with a reference standard (‘ground truth’)."
K231837,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,The device has been designed to meet the requirements associated with ISO 14971:2019 (risk management).
K231898,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,The performance of the subject device was verified and validated following the guidance provided in FDA Guidance General Principles of Software Validation.
K231898,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Design Control Activities, including risk management following the ISO 14971:2019, verification/validation testing, were conducted and are included in this submission."
K231917,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,sterEOS Workstation VEA Align 510(k): K172346 performance of VEA Align.
K231917,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,• Usability testing was performed to demonstrate that VEA Align can be used safely by assessing and mitigating usability risks.
K231929,beta2_c_and_b,bias,model_optimization,B_model_optimization,The scans of healthy people were also included in the training process to avoid bias.
K231929,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"These different technological characteristics do not impact the safety or effectiveness of the subject device: specifically, performance data confirms that the subject device is as safe and effective as the predicate device."
K231929,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Send comments regarding this burden estimate or any other aspect of this information collection, including suggestions for reducing this burden, to: Department of Health and Human Services Food and Drug Administration Office of Chief Information Officer Paperwork Reduction Act (PRA) Staff PRAStaff@fda.hhs.gov “An agency may not conduct or sponsor, and a person is not required to respond to, a collection of information unless it displays a currently valid OMB number.” FORM FDA 3881 (6/20) Page 1 "
K231965,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,Clinical Subgroups and Confounders The clinical subgroups/confounders present in the evaluation pool is as follows: 1.
K231965,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,They provide high performance ultrasound imaging and analysis and have comprehensive networking and DICOM capability.
K231965,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Specific clinical applications remain the same as previously cleared: Fetal/OB; Abdominal (including GYN, pelvic and infertility monitoring/follicle development); Pediatric; Small Organ (breast, testes, thyroid etc.); Neonatal and Adult Cephalic; Cardiac (adult and pediatric); Musculo-skeletal Conventional and Superficial; Vascular; Transvaginal (including GYN); Transrectal Modes of operation include: B, M, PW Doppler, CW Doppler, Color Doppler, Color M Doppler, Power Doppler, Harmonic Imaging, "
K231965,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"The Voluson Expert Series 22/20/18 and its applications comply with voluntary standards: • IEC 60601-1 Edition 3.2 2020-08 CONSOLIDATED VERSION Medical electrical equipment - Part 1: General requirements for basic safety and essential performance • IEC60601-1-2 Medical Electrical Equipment – Part 1-2: General Requirements for Safety – Collateral Standard: Electromagnetic Compatibility Requirements and Tests, Edition 4.1 CONSOLIDATED VERSION 2020 • IEC60601-2-37, Medical Electrical Equipment – Pa"
K231966,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,• The number of samples is 60 with 30 Longitudinal views and 30 Transverse view Information about clinical • Gender: Male & Female subgroups and confounders • Age: range 26-81 yrs old present in the dataset • Ethnicity/Country; USA (58%) and Japan (42%) Information about equipment The datasetused for final verification was collected and protocols used to collect prospectively on 30 demographically images diverse patients at 2 sites: Japan and the USA exclusively with the system under considerati
K231966,beta2_c_and_b,performance,model_optimization,B_model_optimization,Main - 23 GE Healthcare 510(k) Premarket Notification Submission AI Testing Summary Auto Renal Measure Assistant : Al Summary of Testing Summary test statistics or • For Longitudinal model the accuracy of other test results including measurement is expected to be higher than acceptance criteria or other 80% and for the Transverse model it is information supporting the expected to be higher than 70% appropriateness of the characterized performance • The number of individual patients’ images were 
K231966,beta2_c_and_b,monitoring,device_hardware_monitor,D_technical_depoliticized,"The user interface includes a computer keyboard, specialized controls, 12-inch highresolution color touch screen and 23.8-inch High Contrast LED LCD monitor."
K231966,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"The LOGIQ E10 and its Main - 26 GE Healthcare 510(k) Premarket Notification Submission applications comply with voluntary standards: • AAMI/ANSI ES60601-1, Medical Electrical Equipment – Part 1: General Requirements for Safety, 2005/(R)2012 And A1:2012 • IEC 60601-1-2 Medical Electrical Equipment – Part 1-2: General Requirements for Basic Safety and Essential Performance – Collateral Standard: Electromagnetic Disturbance - Requirements and Tests, 2014 • IEC 60601-2-37, Medical Electrical Equipme"
K231989,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,• The number of samples is 60 with 30 Longitudinal views and 30 Transverse view Information about clinical subgroups and • Gender: Male & Female confounders present in the dataset • Age: range 26-81 yrs old • Ethnicity/Country; USA (58%) and Japan (42%) Information about equipment and protocols The datasetused for final verification was collected prospectively on 30 used to collect images demographically diverse patients at 2 sites: Japan and the USA exclusively with the system under considerati
K231989,beta2_c_and_b,performance,model_optimization,B_model_optimization,AI Testing Summary • Auto Renal Measure Assistant : Al Summary of Testing Summary test statistics or other test results • For Longitudinal model the accuracy of measurement is expected to including acceptance criteria or other be higher than 80% and for the Transverse model it is expected to be information supporting the appropriateness higher than 70% of the characterized performance • The number of individual patients’ images were collected from: 30 Patients.
K231989,beta2_c_and_b,monitoring,device_hardware_monitor,D_technical_depoliticized,"The user interface includes a computer keyboard, specialized controls, 12-inch high-resolution color touch screen and 23.8-inch High Contrast LED LCD monitor."
K231989,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"The LOGIQ E10s, LOGIQ Fortis complies with voluntary standards: • ANSI AAMI ES60601-1, Medical Electrical Equipment – Part 1: General Requirements for Safety, 2005/(R)2012 And A1:2012, C1:2009/(R)2012 & A2:2010/(R)2012 • IEC 60601-1-2 Medical Electrical Equipment – Part 1-2: General Requirements for Basic Safety and Essential Performance – Collateral Standard: Electromagnetic Disturbance - Requirements and Tests, Edition 4.1, 2020 • IEC 60601-2-37, Medical Electrical Equipment – Part 2-37: Parti"
K232000,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Non-Clinical and/or Clinical Test Summary & Conclusions The following performance data were provided in support of the substantial equivalence determination.
K232000,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"Risk Analysis The risk analysis was completed, and risk control implemented to mitigate identified hazards."
K232000,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"In addition to administering the scan, the technologist must properly select the scan protocol, keep the patient calm and relaxed, monitor the patient’s physical health during the protocol and evaluate the quality of the images."
K232000,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"6 Software/ Medical devices – Application of risk management to 5-125 12/23/2019 ISO Informatics medical devices; 14971 Third Edition 2019-12 Medical devices - Part 1: Application of usability General I AAMI, ANSI, 5-129 engineering to medical devices 07/06/2020 (QS/RM) IEC 62366-1:2015+AMD1:2020 Medical devices - Symbols to be used with medical 5-134 General device labels, labelling, and information to be 12/20/2021 ISO (QS/RM) supplied - Part 1: General requirements ISO 15223-1 Fourth edition "
K232023,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,The AI/ML software component has been thoroughly evaluated and does not raise additional safety and performance concerns.
K232023,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,Performance Data Systemic risk analysis has been performed in accordance with ISO 14971 and risks were mitigated as far as possible.
K232023,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,The app is intended to be used on patients 8 years and older to scan and monitor postural asymmetries.
K232023,beta2_c_and_b,risk_management,model_optimization,B_model_optimization,"The software documentation includes: ● Documentation level evaluation ● Software description ● Risk management file ● Software requirements specification (SRS) ● System and software architecture design chart ● Life cycle process description ● Software testing as part of Verification& Validation: A summary description of the testing activities at the unit, integration and system levels."
K232035,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Performance Data [807.92(b)] All necessary testing was conducted on Impala to support a determination of substantial equivalence to the predicate device.
K232035,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Sincerely, Kimberly Crowley For: Jennifer Kozen Assistant Director DHT2A: Division of Cardiac Electrophysiology, Diagnostics K232035 - Prabhu Raghavan Page 3 and Monitoring Devices OHT2: Office of Cardiovascular Devices Office of Product Evaluation and Quality Center for Devices and Radiological Health Enclosure DEPARTMENT OF HEALTH AND HUMAN SERVICES Form Approved: OMB No."
K232083,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,"The mean difference between the two measurements was -0.15 mm, indicating that there is little to no bias between the two measurements, demonstrating the study’s secondary endpoint was achieved."
K232083,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,Table 2: Descriptive Statistics for Age Mean Std Min Median Max N Age (Years) 64.4 20.2 18 68 90 228 Table 3: Frequency Distribution of Gender Gender N* % Male 110 48.3% Female 111 48.8% * 7 cases had unknown gender defined in the DICOM metadata header and were excluded from the gender distribution Table 4: Frequency Distribution of Manufacturer Manufacturer N % Siemens 47 20.6% GE 58 25.4% Manufacturer N % Philips 65 28.5% Toshiba 58 25.4% Total 228 100% Clinical Subgroups and Confounders: Hear
K232083,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Performance Data Pivotal Study Summary Aidoc conducted a retrospective, blinded, multicenter, study with the BriefCase-Quantification software to evaluate the software’s performance in providing adequate measurements of the midline shift in non-contrast head CT images in 284 cases from 228 unique patients from 6 US-based clinical sites, both academic and community centers, compared to the ground truth, as determined by three neuroradiologists, who independently measured the midline shift, the re"
K232096,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Summary of non-clinical performance data In the design and development of Transpara Density, ScreenPoint applied the following voluntary FDA recognized standards and guidelines: Standard ID Standard Title FDA Recognition # IEC 62366-1 Edition Medical devices - Part 1: Application of usability 5-129 1.1 2020-06 engineering to medical devices ISO 14155 Third Clinical investigation of medical devices for 2-282 edition 2020-07 human subjects - Good clinical practice ISO 14971 Third Medical devices -"
K232096,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"Risk management is ensured via a risk analysis, which is used to identify potential hazards and mitigations."
K232096,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Risk management is ensured via a risk analysis, which is used to identify potential hazards and mitigations."
K232140,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"Subgroup analyses were conducted based on data variables such as scanner manufacture, slice thickens and imaging parameters."
K232140,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Traditional 510(k) Submission The performance testing demonstrates that the performance characteristics of the OTS Hip are equivalent to those of the predicate device, and therefore supports a determination of Substantial Equivalence for the proposed indications for use."
K232140,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"In addition, OHG monitors the real-time information of the position of instruments and prosthetic components in a 3D environment by means of medical imaging data."
K232140,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,• Risk assessment was performed per ISO 14971:2019 Medical devices – Application or Risk Management to medical devices.
K232145,beta2_c_and_b,bias,technical_statistical_bias,D_technical_depoliticized,2D HeartAI  Summary of test statistics or other test results including acceptance criteria or other information supporting the appropriateness of the characterized performance - The accuracy of the 2D HeartAI as measured by comparison of 2D HeartAI with user edits compared to a reference standard ground truth on a dataset from five different institutions has a Pearson correlation coefficient of 0.81 or higher with a minimal bias by Bland Altman of less than 5.2.
K232145,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance," Demographic distribution including Gender, Age, Ethnicity - Age: 18 – 81 - Gender: Female; 17%, Male; 83% - Ethnicity/Country: US - BMI: 17.7 - 30.9 58% Normal (BMI <= 25 kg/m2) 42% Overweight / Obese (BMI > 25 kg/m2)  Information about clinical subgroups and confounders present in the dataset - Test dataset include all 12 standard cardiac views supported with up to 4 anatomy areas supported by the AI Assist feature."
K232145,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"ACUSON Sequoia, Sequoia Select & Origin Ultrasound Division Diagnostic Ultrasound System Traditional 510(k) medical diagnostic ultrasonic fields / Combines IEC 62359 (2010-10) and AMD 1 (2017-09)  AAMI ES60601-1:2005/(R)2012 and A1:2012, C1:2009/(R)2012 and A2:2010/(R)2012 (Consolidated Text) Medical electrical equipment - Part 1: General requirements for basic safety and essential performance (IEC 60601- 1:2005)  IEC 60601-1:2005/A1(2012), Medical electric equipment – Part 1: General requirem"
K232145,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"ACUSON Sequoia, Sequoia Select & Origin Ultrasound Division Diagnostic Ultrasound System Traditional 510(k) ACUSON ACUSON ACUSON Sequoia & SC2000 ACUSON ACUSON Sequoia Sequoia K# 211726 Sequoia OriginFeature / Characteristic Select Select Predicate This This This K# 223735 device Submission Submission Submission Predicate device  Cardiac Volume √ √ √ -- √ Imaging Feature  AI Assist √ √ √ -- -- √ √ √ √  AI Measure -- (eSie Measure) √ -- (Velocity  2D HeartAI √ √ √ Variance Mapping, eSie LH) "
